run_id,phi,meas_phi,regul_phi,OBGNME,H01_1,H01_2,H01_3,H01_4,H01_5,H01_6,H01_7,H01_8,H01_9,H01_10,H02_1,H02_2,H02_3,H02_4,H02_5,H02_6,H02_7,H02_8,H02_9,H02_10
70,1148.70060330094,1148.70060330094,0,1148.70060330094,1,7.011,13.023,19.034,25.045,31.057,37.068,43.08,49.091,55.102,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
71,1259.01191954448,1259.01191954448,0,1259.01191954448,1,7.284,13.568,19.852,26.136,32.42,38.705,44.989,51.273,57.557,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
72,1374.44112094377,1374.44112094377,0,1374.44112094377,1,7.557,14.114,20.67,27.227,33.784,40.341,46.898,53.455,60.011,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
73,1494.96971595115,1494.96971595115,0,1494.96971595115,1,7.83,14.659,21.489,28.318,35.148,41.977,48.807,55.636,62.466,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
74,1620.45063468114,1620.45063468114,0,1620.45063468114,1,8.102,15.205,22.307,29.409,36.511,43.614,50.716,57.818,64.92,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
75,1751.05723229037,1751.05723229037,0,1751.05723229037,1,8.375,15.75,23.125,30.5,37.875,45.25,52.625,60,67.375,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
76,1886.72312329326,1886.72312329326,0,1886.72312329326,1,8.648,16.295,23.943,31.591,39.239,46.886,54.534,62.182,69.83,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
77,2027.37103128782,2027.37103128782,0,2027.37103128782,1,8.92,16.841,24.761,32.682,40.602,48.523,56.443,64.364,72.284,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
78,2173.20053466843,2173.20053466843,0,2173.20053466843,1,9.193,17.386,25.58,33.773,41.966,50.159,58.352,66.545,74.739,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
79,2324.04282192486,2324.04282192486,0,2324.04282192486,1,9.466,17.932,26.398,34.864,43.33,51.795,60.261,68.727,77.193,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
80,2479.85878829208,2479.85878829208,0,2479.85878829208,1,9.739,18.477,27.216,35.955,44.693,53.432,62.17,70.909,79.648,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
81,2640.81644166369,2640.81644166369,0,2640.81644166369,1,10.011,19.023,28.034,37.045,46.057,55.068,64.08,73.091,82.102,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
82,2806.74225428496,2806.74225428496,0,2806.74225428496,1,10.284,19.568,28.852,38.136,47.42,56.705,65.989,75.273,84.557,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
83,2977.81515413561,2977.81515413561,0,2977.81515413561,1,10.557,20.114,29.67,39.227,48.784,58.341,67.898,77.455,87.011,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
84,3154.00478347822,3154.00478347822,0,3154.00478347822,1,10.83,20.659,30.489,40.318,50.148,59.977,69.807,79.636,89.466,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
85,3335.09818643633,3335.09818643633,0,3335.09818643633,1,11.102,21.205,31.307,41.409,51.511,61.614,71.716,81.818,91.92,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
86,3521.34680590346,3521.34680590346,0,3521.34680590346,1,11.375,21.75,32.125,42.5,52.875,63.25,73.625,84,94.375,1,6.568,12.136,17.705,23.273,28.841,34.409,39.977,45.545,51.114
