site,datetime,value
fo_gage_1,2016-10-24,7793.331646904315
fo_gage_1,2016-10-25,5547.823625486204
fo_gage_1,2016-10-26,7792.014181844259
fo_gage_1,2016-10-27,10020.302866862932
fo_gage_1,2016-10-28,5088.013330735467
fo_gage_1,2016-10-29,6113.414184499431
fo_gage_1,2016-10-30,6138.934899550193
fo_gage_1,2016-10-31,7151.886957087877
fo_gage_1,2016-11-01,10201.15376203205
fo_gage_1,2016-11-02,7842.431159704929
fo_gage_1,2016-11-03,6844.848406302906
fo_gage_1,2016-11-04,9072.956162034661
fo_gage_1,2016-11-05,7208.504471694027
fo_gage_1,2016-11-06,10176.449349237526
fo_gage_1,2016-11-07,8936.555991000603
fo_gage_1,2016-11-08,10908.953471861672
fo_gage_1,2016-11-09,7511.264234694637
fo_gage_1,2016-11-10,14095.95613652545
fo_gage_1,2016-11-11,10365.820168202285
fo_gage_1,2016-11-12,10206.48730684219
fo_gage_1,2016-11-13,9067.612336033122
fo_gage_1,2016-11-14,7942.752112977678
fo_gage_1,2016-11-15,7780.100829458219
fo_gage_1,2016-11-16,9275.086234662082
fo_gage_1,2016-11-17,8114.862245330138
fo_gage_1,2016-11-18,10329.104377411435
fo_gage_1,2016-11-19,8266.505747729387
fo_gage_1,2016-11-20,11276.052060239459
fo_gage_1,2016-11-21,12101.644814812229
fo_gage_1,2016-11-22,8847.124330719935
fo_gage_1,2016-11-23,12928.478508132546
fo_gage_1,2016-11-24,10077.258005941092
fo_gage_1,2016-11-25,13203.547838324792
fo_gage_1,2016-11-26,11825.058806536434
fo_gage_1,2016-11-27,13494.33556528939
fo_gage_1,2016-11-28,31292.174939917037
fo_gage_1,2016-11-29,38762.325071525585
fo_gage_1,2016-11-30,14778.90445591197
fo_gage_1,2016-12-01,10168.04656103026
fo_gage_1,2016-12-02,6957.3989591183135
fo_gage_1,2016-12-03,7266.048552304271
fo_gage_1,2016-12-04,5992.005895812424
fo_gage_1,2016-12-05,7015.082938513791
fo_gage_1,2016-12-06,11274.92251546471
fo_gage_1,2016-12-07,15602.956258324366
fo_gage_1,2016-12-08,11453.917072328615
fo_gage_1,2016-12-09,13519.172681403983
fo_gage_1,2016-12-10,12548.95687393629
fo_gage_1,2016-12-11,12993.235306868139
fo_gage_1,2016-12-12,44313.0504963636
fo_gage_1,2016-12-13,12774.364541033912
fo_gage_1,2016-12-14,14595.329423928695
fo_gage_1,2016-12-15,10318.398131913726
fo_gage_1,2016-12-16,16381.755895565879
fo_gage_1,2016-12-17,16284.800901236074
fo_gage_1,2016-12-18,46697.69064413315
fo_gage_1,2016-12-19,16265.661996118475
fo_gage_1,2016-12-20,42535.120115241836
fo_gage_1,2016-12-21,12724.039850745401
fo_gage_1,2016-12-22,14817.283910380862
fo_gage_1,2016-12-23,13934.854222090475
fo_gage_1,2016-12-24,13293.323959098987
fo_gage_1,2016-12-25,12738.91630087793
fo_gage_1,2016-12-26,13180.964279699629
fo_gage_1,2016-12-27,17753.451077306167
fo_gage_1,2016-12-28,9204.497705718266
fo_gage_1,2016-12-29,16233.02496471867
fo_gage_1,2016-12-30,14553.492699283717
fo_gage_1,2016-12-31,17624.48213949892
fo_gage_1,2017-01-01,17093.897231892304
fo_gage_1,2017-01-02,6921.215387091644
fo_gage_1,2017-01-03,17552.67710421707
fo_gage_1,2017-01-04,16843.155146615296
fo_gage_1,2017-01-05,15994.45427378742
fo_gage_1,2017-01-06,50831.7887023332
fo_gage_1,2017-01-07,18872.613088138743
fo_gage_1,2017-01-08,14881.56003269903
fo_gage_1,2017-01-09,22309.803634803466
fo_gage_1,2017-01-10,18277.451849006913
fo_gage_1,2017-01-11,23578.169604749088
fo_gage_1,2017-01-12,13996.425878083815
fo_gage_1,2017-01-13,10830.841215382783
fo_gage_1,2017-01-14,19185.244473964576
fo_gage_1,2017-01-15,19748.178010267813
fo_gage_1,2017-01-16,17073.367614159193
fo_gage_1,2017-01-17,11795.25248059343
fo_gage_1,2017-01-18,15584.538154968937
fo_gage_1,2017-01-19,19324.636434712258
fo_gage_1,2017-01-20,16640.52851534124
fo_gage_1,2017-01-21,16943.434721546088
fo_gage_1,2017-01-22,16806.697116414372
fo_gage_1,2017-01-23,14221.626546569169
fo_gage_1,2017-01-24,15690.339289668209
fo_gage_1,2017-01-25,12600.650905383136
fo_gage_1,2017-01-26,23959.26428419388
fo_gage_1,2017-01-27,16076.91303365249
fo_gage_1,2017-01-28,19531.504720587083
fo_gage_1,2017-01-29,14233.719119451087
fo_gage_1,2017-01-30,20805.521938882892
fo_gage_1,2017-01-31,11257.793087979711
fo_gage_1,2017-02-01,21382.18308655312
fo_gage_1,2017-02-02,17981.746124832665
fo_gage_1,2017-02-03,90401.81270802804
fo_gage_1,2017-02-04,13452.930530618916
fo_gage_1,2017-02-05,64841.94803752524
fo_gage_1,2017-02-06,19631.798799840963
fo_gage_1,2017-02-07,22838.787990421722
fo_gage_1,2017-02-08,16815.196598713588
fo_gage_1,2017-02-09,65533.46392842098
fo_gage_1,2017-02-10,10542.445774990623
fo_gage_1,2017-02-11,15414.798689905036
fo_gage_1,2017-02-12,20185.385621660607
fo_gage_1,2017-02-13,22644.131375483237
fo_gage_1,2017-02-14,61318.72090962263
fo_gage_1,2017-02-15,26236.876922519357
fo_gage_1,2017-02-16,25151.00754419802
fo_gage_1,2017-02-17,18388.53147172348
fo_gage_1,2017-02-18,9633.792857846138
fo_gage_1,2017-02-19,12010.92829023935
fo_gage_1,2017-02-20,15748.214565556094
fo_gage_1,2017-02-21,22824.90278437355
fo_gage_1,2017-02-22,19828.82791018855
fo_gage_1,2017-02-23,10853.346152652266
fo_gage_1,2017-02-24,17811.641996425988
fo_gage_1,2017-02-25,24692.541096704204
fo_gage_1,2017-02-26,17259.840081215894
fo_gage_1,2017-02-27,15857.605308454045
fo_gage_1,2017-02-28,26310.460640838173
fo_gage_1,2017-03-01,18837.35244356459
fo_gage_1,2017-03-02,16840.535659457804
fo_gage_1,2017-03-03,69714.22039347346
fo_gage_1,2017-03-04,18664.386113594854
fo_gage_1,2017-03-05,16974.846667031423
fo_gage_1,2017-03-06,23038.48262353353
fo_gage_1,2017-03-07,22668.3343019885
fo_gage_1,2017-03-08,21616.880764869828
fo_gage_1,2017-03-09,18087.771301940786
fo_gage_1,2017-03-10,22663.587332506086
fo_gage_1,2017-03-11,18221.25818351306
fo_gage_1,2017-03-12,20072.14816530274
fo_gage_1,2017-03-13,22112.576328214378
fo_gage_1,2017-03-14,21245.685600029647
fo_gage_1,2017-03-15,24775.351275494468
fo_gage_1,2017-03-16,19837.237469394884
fo_gage_1,2017-03-17,12037.372815212802
fo_gage_1,2017-03-18,13902.441408737519
fo_gage_1,2017-03-19,22917.202171508256
fo_gage_1,2017-03-20,16795.63332923779
fo_gage_1,2017-03-21,19301.34812072736
fo_gage_1,2017-03-22,14811.677213144509
fo_gage_1,2017-03-23,21340.448946658216
fo_gage_1,2017-03-24,16349.257805757972
fo_gage_1,2017-03-25,22781.61979156739
fo_gage_1,2017-03-26,15694.652309938789
fo_gage_1,2017-03-27,21403.057680732865
fo_gage_1,2017-03-28,19756.089411837365
fo_gage_1,2017-03-29,14830.20521648532
fo_gage_1,2017-03-30,21024.200825580094
fo_gage_1,2017-03-31,14052.936023400804
fo_gage_1,2017-04-01,14234.449761578191
fo_gage_1,2017-04-02,19386.92359345847
fo_gage_1,2017-04-03,14747.022451588551
fo_gage_1,2017-04-04,14754.331076831611
fo_gage_1,2017-04-05,54176.14917640472
fo_gage_1,2017-04-06,13194.75058417906
fo_gage_1,2017-04-07,19780.464493057112
fo_gage_1,2017-04-08,18205.012526798644
fo_gage_1,2017-04-09,15877.212246505082
fo_gage_1,2017-04-10,15624.465820726185
fo_gage_1,2017-04-11,17242.469152025496
fo_gage_1,2017-04-12,21209.080134547206
fo_gage_1,2017-04-13,18249.951773475266
fo_gage_1,2017-04-14,13833.305736482978
fo_gage_1,2017-04-15,17639.749277250277
fo_gage_1,2017-04-16,14774.200646358744
fo_gage_1,2017-04-17,14397.031686986516
fo_gage_1,2017-04-18,20402.963815045765
fo_gage_1,2017-04-19,13483.11250844653
fo_gage_1,2017-04-20,13183.410209266263
fo_gage_1,2017-04-21,8799.6023774075
fo_gage_1,2017-04-22,10289.692299977349
fo_gage_1,2017-04-23,15433.993472948534
fo_gage_1,2017-04-24,12067.00744365744
fo_gage_1,2017-04-25,15293.381161148489
fo_gage_1,2017-04-26,10649.895460179367
fo_gage_1,2017-04-27,40160.08350100719
fo_gage_1,2017-04-28,15199.667541021114
fo_gage_1,2017-04-29,17094.869839144754
fo_gage_1,2017-04-30,14609.898521186442
fo_gage_1,2017-05-01,16005.522882822936
fo_gage_1,2017-05-02,17130.279253859087
fo_gage_1,2017-05-03,15253.182431563502
fo_gage_1,2017-05-04,10190.655521733122
fo_gage_1,2017-05-05,12066.33103475538
fo_gage_1,2017-05-06,13698.703525267405
fo_gage_1,2017-05-07,11013.046214693477
fo_gage_1,2017-05-08,12932.642869762367
fo_gage_1,2017-05-09,8007.15512442492
fo_gage_1,2017-05-10,9635.904111227854
fo_gage_1,2017-05-11,12606.689602721455
fo_gage_1,2017-05-12,6223.181497809633
fo_gage_1,2017-05-13,8669.254193804789
fo_gage_1,2017-05-14,10962.759595261594
fo_gage_1,2017-05-15,7114.276562056799
fo_gage_1,2017-05-16,10807.18805280327
fo_gage_1,2017-05-17,8840.104148860326
fo_gage_1,2017-05-18,9760.443186758483
fo_gage_1,2017-05-19,9690.132681039882
fo_gage_1,2017-05-20,10469.518735249178
fo_gage_1,2017-05-21,8830.207106889557
fo_gage_1,2017-05-22,9998.06178626508
fo_gage_1,2017-05-23,8521.895368518728
fo_gage_1,2017-05-24,10608.133154651945
fo_gage_1,2017-05-25,12603.57915064186
fo_gage_1,2017-05-26,9649.16531649619
fo_gage_1,2017-05-27,9478.881796716221
fo_gage_1,2017-05-28,6933.141893522777
fo_gage_1,2017-05-29,35462.78663708317
fo_gage_1,2017-05-30,7442.068760074305
fo_gage_1,2017-05-31,7240.992371045741
fo_gage_1,2017-06-01,9446.194948994278
fo_gage_1,2017-06-02,8676.640900491286
fo_gage_1,2017-06-03,10092.748669383689
fo_gage_1,2017-06-04,10491.885105975027
fo_gage_1,2017-06-05,7159.3692068121
fo_gage_1,2017-06-06,8114.45044885509
fo_gage_1,2017-06-07,10553.19265163475
fo_gage_1,2017-06-08,9189.86370582775
fo_gage_1,2017-06-09,8682.60272917259
fo_gage_1,2017-06-10,9452.674899813544
fo_gage_1,2017-06-11,6491.172045272141
fo_gage_1,2017-06-12,8192.896106410473
fo_gage_1,2017-06-13,31971.549802362657
fo_gage_1,2017-06-14,9233.648347610373
fo_gage_1,2017-06-15,5725.443412080214
fo_gage_1,2017-06-16,6340.632537804724
fo_gage_1,2017-06-17,7028.870282623804
fo_gage_1,2017-06-18,6009.403932056886
fo_gage_1,2017-06-19,5731.099413791814
fo_gage_1,2017-06-20,6879.652466616616
fo_gage_1,2017-06-21,5470.065930827183
fo_gage_1,2017-06-22,3669.5958872107544
fo_gage_1,2017-06-23,5967.902235726254
fo_gage_1,2017-06-24,4947.890818095649
fo_gage_1,2017-06-25,4488.133929831585
fo_gage_1,2017-06-26,3522.5858703762365
fo_gage_1,2017-06-27,6021.806648346021
fo_gage_1,2017-06-28,2694.255697014105
fo_gage_1,2017-06-29,3126.1088895937246
fo_gage_1,2017-06-30,4400.671211181443
fo_gage_1,2017-07-01,5712.511683450177
fo_gage_1,2017-07-02,5685.5456486448065
fo_gage_1,2017-07-03,3396.8285728271367
fo_gage_1,2017-07-04,4171.6763357242335
fo_gage_1,2017-07-05,2950.323091322025
fo_gage_1,2017-07-06,4989.858912433792
fo_gage_1,2017-07-07,2863.699896590825
fo_gage_1,2017-07-08,3845.925570411976
fo_gage_1,2017-07-09,4658.673049275081
fo_gage_1,2017-07-10,3601.594467549188
fo_gage_1,2017-07-11,4769.924021747468
fo_gage_1,2017-07-12,2959.073888158819
fo_gage_1,2017-07-13,3722.5752563274423
fo_gage_1,2017-07-14,3928.306698452167
fo_gage_1,2017-07-15,3142.170986663105
fo_gage_1,2017-07-16,4013.8253201019706
fo_gage_1,2017-07-17,3365.4533314891446
fo_gage_1,2017-07-18,1983.3219226211115
fo_gage_1,2017-07-19,5105.105157512479
fo_gage_1,2017-07-20,3133.611958388486
fo_gage_1,2017-07-21,2748.5174932072337
fo_gage_1,2017-07-22,6557.301142039528
fo_gage_1,2017-07-23,2568.4632898747873
fo_gage_1,2017-07-24,2220.403893943827
fo_gage_1,2017-07-25,2661.571558746872
fo_gage_1,2017-07-26,2461.2244478211082
fo_gage_1,2017-07-27,3061.0389662483694
fo_gage_1,2017-07-28,2257.977060510309
fo_gage_1,2017-07-29,2386.13218264044
fo_gage_1,2017-07-30,2288.7119534482654
fo_gage_1,2017-07-31,1991.0617520121211
fo_gage_1,2017-08-01,1893.0435436209248
fo_gage_1,2017-08-02,2304.6017787371457
fo_gage_1,2017-08-03,2132.0344278350794
fo_gage_1,2017-08-04,1569.2006884136156
fo_gage_1,2017-08-05,1351.3514096068404
fo_gage_1,2017-08-06,1674.383478347601
fo_gage_1,2017-08-07,2038.411370321274
fo_gage_1,2017-08-08,1587.8725280581361
fo_gage_1,2017-08-09,2099.1990059048208
fo_gage_1,2017-08-10,1290.711675042704
fo_gage_1,2017-08-11,1547.784022261226
fo_gage_1,2017-08-12,740.1368222722765
fo_gage_1,2017-08-13,1306.4576398187478
fo_gage_1,2017-08-14,1390.1662897896274
fo_gage_1,2017-08-15,1621.9853659600515
fo_gage_1,2017-08-16,1966.0139577492796
fo_gage_1,2017-08-17,1464.9245897590718
fo_gage_1,2017-08-18,1864.1884545970404
fo_gage_1,2017-08-19,1662.1455965020207
fo_gage_1,2017-08-20,1811.9835855366896
fo_gage_1,2017-08-21,1400.1736077086164
fo_gage_1,2017-08-22,7073.705198702812
fo_gage_1,2017-08-23,1269.4447448820536
