  STREAM OBSERVATION OUTPUT
    TIME      SFR-NODE  SFR-CONCENTRATION    FLOWGW          GW-CONC
    931.6345         32       0.5079560E-02       -84.29388           0.1582224E-01
    931.6345         33       0.5179035E-02       -80.06320           0.1582244E-01
    931.6345         34       0.5270703E-02       -74.87081           0.1582294E-01
    931.6345         35       0.5353624E-02       -68.53194           0.1582307E-01
    931.6345         36       0.5426847E-02       -60.80329           0.1582322E-01
    931.6345         37       0.5489463E-02       -51.34241           0.1582422E-01
    931.6345         38       0.5540679E-02       -39.67520           0.1582566E-01
    931.6345         39       0.5581472E-02       -27.08470           0.1582999E-01
    931.6345         40       0.6200981E-02        0.000000           0.1000000E+31
    1016.329          1       0.3567731E-03       -119.3370           0.1585171E-01
    1016.329          2       0.7042664E-03       -119.5864           0.1585164E-01
    1016.329          3       0.1040160E-02       -119.1550           0.1585164E-01
    1016.329          4       0.1363205E-02       -118.2719           0.1585161E-01
    1016.329          5       0.1671911E-02       -116.8312           0.1585163E-01
    1016.329          6       0.1965088E-02       -114.8723           0.1585164E-01
    1016.329          7       0.2241876E-02       -112.4420           0.1585202E-01
    1016.329          8       0.2501952E-02       -109.6604           0.1585153E-01
    1016.329          9       0.2745436E-02       -106.6422           0.1585186E-01
    1016.329         10       0.2973197E-02       -103.6098           0.1585184E-01
    1016.329         11       0.3186866E-02       -100.8240           0.1585180E-01
    1016.329         12       0.3388155E-02       -98.36002           0.1585175E-01
    1016.329         13       0.3579016E-02       -96.34942           0.1585167E-01
    1016.329         14       0.3761046E-02       -94.72261           0.1585164E-01
    1016.329         15       0.3935717E-02       -93.48280           0.1585164E-01
    1016.329         16       0.4104414E-02       -92.63317           0.1585161E-01
    1016.329         17       0.4268342E-02       -92.14964           0.1585153E-01
    1016.329         18       0.4428565E-02       -91.99449           0.1585157E-01
    1016.329         19       0.4585951E-02       -92.12421           0.1585168E-01
    1016.329         20       0.4741226E-02       -92.49990           0.1585180E-01
    1016.329         21       0.4894993E-02       -93.08915           0.1585191E-01
    1016.329         22       0.5047841E-02       -93.89489           0.1585201E-01
    1016.329         23       0.5199735E-02       -94.69073           0.1585178E-01
    1016.329         24       0.5350195E-02       -95.29325           0.1585128E-01
    1016.329         25       0.5498543E-02       -95.61926           0.1585110E-01
    1016.329         26       0.5643867E-02       -95.55796           0.1585126E-01
    1016.329         27       0.5785134E-02       -95.04072           0.1585141E-01
    1016.329         28       0.5921317E-02       -94.04626           0.1585155E-01
    1016.329         29       0.6051350E-02       -92.52023           0.1585165E-01
    1016.329         30       0.6174201E-02       -90.43997           0.1585212E-01
    1016.329         31       0.6288732E-02       -87.72271           0.1585200E-01
    1016.329         32       0.6393803E-02       -84.29388           0.1585230E-01
    1016.329         33       0.6488214E-02       -80.06320           0.1585240E-01
    1016.329         34       0.6570656E-02       -74.87081           0.1585273E-01
    1016.329         35       0.6639706E-02       -68.53194           0.1585262E-01
    1016.329         36       0.6693845E-02       -60.80329           0.1585241E-01
    1016.329         37       0.6731496E-02       -51.34241           0.1585284E-01
    1016.329         38       0.6751056E-02       -39.67520           0.1585365E-01
    1016.329         39       0.6753578E-02       -27.08470           0.1585604E-01
    1016.329         40       0.6167548E-02        0.000000           0.1000000E+31
    1101.023          1       0.2418850E-03       -119.3370           0.1586965E-01
    1101.023          2       0.4809645E-03       -119.5864           0.1586960E-01
    1101.023          3       0.7153563E-03       -119.1550           0.1586961E-01
    1101.023          4       0.9439734E-03       -118.2719           0.1586959E-01
    1101.023          5       0.1165523E-02       -116.8312           0.1586960E-01
    1101.023          6       0.1378948E-02       -114.8723           0.1586959E-01
    1101.023          7       0.1583424E-02       -112.4420           0.1586996E-01
    1101.023          8       0.1778473E-02       -109.6604           0.1586946E-01
    1101.023          9       0.1964029E-02       -106.6422           0.1586977E-01
    1101.023         10       0.2140500E-02       -103.6098           0.1586975E-01
    1101.023         11       0.2308845E-02       -100.8240           0.1586970E-01
    1101.023         12       0.2470103E-02       -98.36002           0.1586964E-01
    1101.023         13       0.2625497E-02       -96.34942           0.1586957E-01
    1101.023         14       0.2776012E-02       -94.72261           0.1586954E-01
    1101.023         15       0.2922563E-02       -93.48280           0.1586953E-01
    1101.023         16       0.3066017E-02       -92.63317           0.1586949E-01
    1101.023         17       0.3207145E-02       -92.14964           0.1586942E-01
    1101.023         18       0.3346588E-02       -91.99449           0.1586945E-01
    1101.023         19       0.3484884E-02       -92.12421           0.1586954E-01
    1101.023         20       0.3622488E-02       -92.49990           0.1586965E-01
    1101.023         21       0.3759772E-02       -93.08915           0.1586974E-01
    1101.023         22       0.3897104E-02       -93.89489           0.1586984E-01
    1101.023         23       0.4034439E-02       -94.69073           0.1586961E-01
    1101.023         24       0.4171406E-02       -95.29325           0.1586911E-01
    1101.023         25       0.4307521E-02       -95.61926           0.1586893E-01
    1101.023         26       0.4442129E-02       -95.55796           0.1586909E-01
    1101.023         27       0.4574488E-02       -95.04072           0.1586924E-01
    1101.023         28       0.4703864E-02       -94.04626           0.1586936E-01
    1101.023         29       0.4829481E-02       -92.52023           0.1586945E-01
    1101.023         30       0.4950596E-02       -90.43997           0.1586991E-01
    1101.023         31       0.5066411E-02       -87.72271           0.1586976E-01
    1101.023         32       0.5176103E-02       -84.29388           0.1587002E-01
    1101.023         33       0.5278830E-02       -80.06320           0.1587007E-01
    1101.023         34       0.5373699E-02       -74.87081           0.1587033E-01
    1101.023         35       0.5459761E-02       -68.53194           0.1587010E-01
    1101.023         36       0.5536061E-02       -60.80329           0.1586972E-01
    1101.023         37       0.5601681E-02       -51.34241           0.1586983E-01
    1101.023         38       0.5655830E-02       -39.67520           0.1587035E-01
    1101.023         39       0.5699475E-02       -27.08470           0.1587163E-01
    1101.023         40       0.6226487E-02        0.000000           0.1000000E+31
    1185.717          1       0.3569925E-03       -119.3370           0.1588015E-01
    1185.717          2       0.7043760E-03       -119.5864           0.1588012E-01
    1185.717          3       0.1039854E-02       -119.1550           0.1588013E-01
    1185.717          4       0.1362202E-02       -118.2719           0.1588012E-01
    1185.717          5       0.1669953E-02       -116.8312           0.1588012E-01
    1185.717          6       0.1961943E-02       -114.8723           0.1588012E-01
    1185.717          7       0.2237334E-02       -112.4420           0.1588047E-01
    1185.717          8       0.2495825E-02       -109.6604           0.1587996E-01
    1185.717          9       0.2737560E-02       -106.6422           0.1588027E-01
    1185.717         10       0.2963429E-02       -103.6098           0.1588025E-01
    1185.717         11       0.3175083E-02       -100.8240           0.1588020E-01
    1185.717         12       0.3374252E-02       -98.36002           0.1588014E-01
    1185.717         13       0.3562907E-02       -96.34942           0.1588008E-01
    1185.717         14       0.3742655E-02       -94.72261           0.1588005E-01
    1185.717         15       0.3914985E-02       -93.48280           0.1588004E-01
    1185.717         16       0.4081291E-02       -92.63317           0.1588001E-01
    1185.717         17       0.4242787E-02       -92.14964           0.1587992E-01
    1185.717         18       0.4400545E-02       -91.99449           0.1587994E-01
    1185.717         19       0.4555441E-02       -92.12421           0.1588003E-01
    1185.717         20       0.4708207E-02       -92.49990           0.1588013E-01
    1185.717         21       0.4859450E-02       -93.08915           0.1588021E-01
    1185.717         22       0.5009765E-02       -93.89489           0.1588031E-01
    1185.717         23       0.5159120E-02       -94.69073           0.1588007E-01
    1185.717         24       0.5307034E-02       -95.29325           0.1587958E-01
    1185.717         25       0.5452834E-02       -95.61926           0.1587940E-01
    1185.717         26       0.5595608E-02       -95.55796           0.1587956E-01
    1185.717         27       0.5734323E-02       -95.04072           0.1587971E-01
    1185.717         28       0.5867954E-02       -94.04626           0.1587982E-01
    1185.717         29       0.5995436E-02       -92.52023           0.1587990E-01
    1185.717         30       0.6115739E-02       -90.43997           0.1588036E-01
    1185.717         31       0.6227727E-02       -87.72271           0.1588019E-01
    1185.717         32       0.6330262E-02       -84.29388           0.1588044E-01
    1185.717         33       0.6422145E-02       -80.06320           0.1588048E-01
    1185.717         34       0.6502069E-02       -74.87081           0.1588070E-01
    1185.717         35       0.6568608E-02       -68.53194           0.1588041E-01
    1185.717         36       0.6620247E-02       -60.80329           0.1587995E-01
    1185.717         37       0.6655403E-02       -51.34241           0.1587990E-01
    1185.717         38       0.6672471E-02       -39.67520           0.1588029E-01
    1185.717         39       0.6672511E-02       -27.08470           0.1588096E-01
    1185.717         40       0.6186020E-02        0.000000           0.1000000E+31
    1270.411          1       0.2425604E-03       -119.3370           0.1588629E-01
    1270.411          2       0.4826263E-03       -119.5864           0.1588627E-01
    1270.411          3       0.7182841E-03       -119.1550           0.1588628E-01
    1270.411          4       0.9484180E-03       -118.2719           0.1588627E-01
    1270.411          5       0.1171707E-02       -116.8312           0.1588628E-01
    1270.411          6       0.1387065E-02       -114.8723           0.1588627E-01
    1270.411          7       0.1593643E-02       -112.4420           0.1588663E-01
    1270.411          8       0.1790937E-02       -109.6604           0.1588611E-01
    1270.411          9       0.1978860E-02       -106.6422           0.1588642E-01
    1270.411         10       0.2157799E-02       -103.6098           0.1588640E-01
    1270.411         11       0.2328698E-02       -100.8240           0.1588635E-01
    1270.411         12       0.2492580E-02       -98.36002           0.1588630E-01
    1270.411         13       0.2650656E-02       -96.34942           0.1588624E-01
    1270.411         14       0.2803900E-02       -94.72261           0.1588621E-01
    1270.411         15       0.2953217E-02       -93.48280           0.1588621E-01
    1270.411         16       0.3099468E-02       -92.63317           0.1588617E-01
    1270.411         17       0.3243415E-02       -92.14964           0.1588608E-01
    1270.411         18       0.3385694E-02       -91.99449           0.1588609E-01
    1270.411         19       0.3526838E-02       -92.12421           0.1588618E-01
    1270.411         20       0.3667299E-02       -92.49990           0.1588627E-01
    1270.411         21       0.3807443E-02       -93.08915           0.1588635E-01
    1270.411         22       0.3947637E-02       -93.89489           0.1588644E-01
    1270.411         23       0.4087833E-02       -94.69073           0.1588620E-01
    1270.411         24       0.4227656E-02       -95.29325           0.1588571E-01
    1270.411         25       0.4366619E-02       -95.61926           0.1588554E-01
    1270.411         26       0.4504065E-02       -95.55796           0.1588570E-01
    1270.411         27       0.4639249E-02       -95.04072           0.1588584E-01
    1270.411         28       0.4771430E-02       -94.04626           0.1588595E-01
    1270.411         29       0.4899831E-02       -92.52023           0.1588603E-01
    1270.411         30       0.5023704E-02       -90.43997           0.1588648E-01
    1270.411         31       0.5142246E-02       -87.72271           0.1588632E-01
    1270.411         32       0.5254629E-02       -84.29388           0.1588656E-01
    1270.411         33       0.5360009E-02       -80.06320           0.1588659E-01
    1270.411         34       0.5457484E-02       -74.87081           0.1588679E-01
    1270.411         35       0.5546102E-02       -68.53194           0.1588648E-01
    1270.411         36       0.5624904E-02       -60.80329           0.1588598E-01
    1270.411         37       0.5692970E-02       -51.34241           0.1588587E-01
    1270.411         38       0.5749507E-02       -39.67520           0.1588619E-01
    1270.411         39       0.5795475E-02       -27.08470           0.1588652E-01
    1270.411         40       0.6233961E-02        0.000000           0.1000000E+31
    1355.105          1       0.3568417E-03       -119.3370           0.1588987E-01
    1355.105          2       0.7037561E-03       -119.5864           0.1588987E-01
    1355.105          3       0.1038474E-02       -119.1550           0.1588987E-01
    1355.105          4       0.1359799E-02       -118.2719           0.1588987E-01
    1355.105          5       0.1666291E-02       -116.8312           0.1588987E-01
    1355.105          6       0.1956813E-02       -114.8723           0.1588987E-01
    1355.105          7       0.2230551E-02       -112.4420           0.1589022E-01
    1355.105          8       0.2487229E-02       -109.6604           0.1588970E-01
    1355.105          9       0.2727013E-02       -106.6422           0.1589002E-01
    1355.105         10       0.2950815E-02       -103.6098           0.1589000E-01
    1355.105         11       0.3160305E-02       -100.8240           0.1588995E-01
    1355.105         12       0.3357230E-02       -98.36002           0.1588990E-01
    1355.105         13       0.3543575E-02       -96.34942           0.1588985E-01
    1355.105         14       0.3720963E-02       -94.72261           0.1588982E-01
    1355.105         15       0.3890891E-02       -93.48280           0.1588981E-01
    1355.105         16       0.4054764E-02       -92.63317           0.1588978E-01
    1355.105         17       0.4213804E-02       -92.14964           0.1588969E-01
    1355.105         18       0.4369091E-02       -91.99449           0.1588970E-01
    1355.105         19       0.4521506E-02       -92.12421           0.1588978E-01
    1355.105         20       0.4671787E-02       -92.49990           0.1588987E-01
    1355.105         21       0.4820545E-02       -93.08915           0.1588995E-01
    1355.105         22       0.4968377E-02       -93.89489           0.1589003E-01
    1355.105         23       0.5115256E-02       -94.69073           0.1588979E-01
    1355.105         24       0.5260704E-02       -95.29325           0.1588931E-01
    1355.105         25       0.5404048E-02       -95.61926           0.1588913E-01
    1355.105         26       0.5544377E-02       -95.55796           0.1588929E-01
    1355.105         27       0.5680663E-02       -95.04072           0.1588943E-01
    1355.105         28       0.5811881E-02       -94.04626           0.1588955E-01
    1355.105         29       0.5936969E-02       -92.52023           0.1588963E-01
    1355.105         30       0.6054900E-02       -90.43997           0.1589007E-01
    1355.105         31       0.6164542E-02       -87.72271           0.1588990E-01
    1355.105         32       0.6264758E-02       -84.29388           0.1589015E-01
    1355.105         33       0.6354354E-02       -80.06320           0.1589018E-01
    1355.105         34       0.6432025E-02       -74.87081           0.1589037E-01
    1355.105         35       0.6496348E-02       -68.53194           0.1589005E-01
    1355.105         36       0.6545809E-02       -60.80329           0.1588953E-01
    1355.105         37       0.6578826E-02       -51.34241           0.1588938E-01
    1355.105         38       0.6593796E-02       -39.67520           0.1588968E-01
    1355.105         39       0.6591782E-02       -27.08470           0.1588984E-01
    1355.105         40       0.6193655E-02        0.000000           0.1000000E+31
    1439.799          1       0.2430161E-03       -119.3370           0.1589197E-01
    1439.799          2       0.4838484E-03       -119.5864           0.1589197E-01
    1439.799          3       0.7205526E-03       -119.1550           0.1589197E-01
    1439.799          4       0.9519834E-03       -118.2719           0.1589197E-01
    1439.799          5       0.1176790E-02       -116.8312           0.1589197E-01
    1439.799          6       0.1393860E-02       -114.8723           0.1589197E-01
    1439.799          7       0.1602317E-02       -112.4420           0.1589232E-01
    1439.799          8       0.1801632E-02       -109.6604           0.1589180E-01
    1439.799          9       0.1991695E-02       -106.6422           0.1589212E-01
    1439.799         10       0.2172873E-02       -103.6098           0.1589210E-01
    1439.799         11       0.2346091E-02       -100.8240           0.1589206E-01
    1439.799         12       0.2512356E-02       -98.36002           0.1589201E-01
    1439.799         13       0.2672866E-02       -96.34942           0.1589195E-01
    1439.799         14       0.2828584E-02       -94.72261           0.1589193E-01
    1439.799         15       0.2980403E-02       -93.48280           0.1589192E-01
    1439.799         16       0.3129175E-02       -92.63317           0.1589189E-01
    1439.799         17       0.3275657E-02       -92.14964           0.1589180E-01
    1439.799         18       0.3420478E-02       -91.99449           0.1589181E-01
    1439.799         19       0.3564165E-02       -92.12421           0.1589189E-01
    1439.799         20       0.3707164E-02       -92.49990           0.1589197E-01
    1439.799         21       0.3849841E-02       -93.08915           0.1589205E-01
    1439.799         22       0.3992557E-02       -93.89489           0.1589213E-01
    1439.799         23       0.4135261E-02       -94.69073           0.1589189E-01
    1439.799         24       0.4277578E-02       -95.29325           0.1589141E-01
    1439.799         25       0.4419018E-02       -95.61926           0.1589124E-01
    1439.799         26       0.4558920E-02       -95.55796           0.1589139E-01
    1439.799         27       0.4696537E-02       -95.04072           0.1589153E-01
    1439.799         28       0.4831125E-02       -94.04626           0.1589165E-01
    1439.799         29       0.4961904E-02       -92.52023           0.1589173E-01
    1439.799         30       0.5088121E-02       -90.43997           0.1589217E-01
    1439.799         31       0.5208971E-02       -87.72271           0.1589200E-01
    1439.799         32       0.5323620E-02       -84.29388           0.1589224E-01
    1439.799         33       0.5431220E-02       -80.06320           0.1589228E-01
    1439.799         34       0.5530866E-02       -74.87081           0.1589247E-01
    1439.799         35       0.5621602E-02       -68.53194           0.1589214E-01
    1439.799         36       0.5702463E-02       -60.80329           0.1589161E-01
    1439.799         37       0.5772528E-02       -51.34241           0.1589145E-01
    1439.799         38       0.5831001E-02       -39.67520           0.1589175E-01
    1439.799         39       0.5878835E-02       -27.08470           0.1589181E-01
    1439.799         40       0.6235281E-02        0.000000           0.1000000E+31
    1524.493          1       0.3565657E-03       -119.3370           0.1589319E-01
    1524.493          2       0.7028919E-03       -119.5864           0.1589319E-01
    1524.493          3       0.1036739E-02       -119.1550           0.1589319E-01
    1524.493          4       0.1356942E-02       -118.2719           0.1589320E-01
    1524.493          5       0.1662089E-02       -116.8312           0.1589320E-01
    1524.493          6       0.1951069E-02       -114.8723           0.1589320E-01
    1524.493          7       0.2223096E-02       -112.4420           0.1589355E-01
    1524.493          8       0.2477918E-02       -109.6604           0.1589303E-01
    1524.493          9       0.2715727E-02       -106.6422           0.1589334E-01
    1524.493         10       0.2937452E-02       -103.6098           0.1589333E-01
    1524.493         11       0.3144786E-02       -100.8240           0.1589329E-01
    1524.493         12       0.3339491E-02       -98.36002           0.1589324E-01
    1524.493         13       0.3523567E-02       -96.34942           0.1589319E-01
    1524.493         14       0.3698649E-02       -94.72261           0.1589317E-01
    1524.493         15       0.3866245E-02       -93.48280           0.1589316E-01
    1524.493         16       0.4027769E-02       -92.63317           0.1589313E-01
    1524.493         17       0.4184452E-02       -92.14964           0.1589303E-01
    1524.493         18       0.4337379E-02       -91.99449           0.1589304E-01
    1524.493         19       0.4487438E-02       -92.12421           0.1589312E-01
    1524.493         20       0.4635370E-02       -92.49990           0.1589321E-01
    1524.493         21       0.4781791E-02       -93.08915           0.1589328E-01
    1524.493         22       0.4927303E-02       -93.89489           0.1589336E-01
    1524.493         23       0.5071879E-02       -94.69073           0.1589312E-01
    1524.493         24       0.5215044E-02       -95.29325           0.1589263E-01
    1524.493         25       0.5356126E-02       -95.61926           0.1589246E-01
    1524.493         26       0.5494219E-02       -95.55796           0.1589262E-01
    1524.493         27       0.5628293E-02       -95.04072           0.1589276E-01
    1524.493         28       0.5757328E-02       -94.04626           0.1589288E-01
    1524.493         29       0.5880265E-02       -92.52023           0.1589295E-01
    1524.493         30       0.5996080E-02       -90.43997           0.1589340E-01
    1524.493         31       0.6103647E-02       -87.72271           0.1589333E-01
    1524.493         32       0.6201827E-02       -84.29388           0.1589347E-01
    1524.493         33       0.6289432E-02       -80.06320           0.1589351E-01
    1524.493         34       0.6365162E-02       -74.87081           0.1589370E-01
    1524.493         35       0.6427596E-02       -68.53194           0.1589337E-01
    1524.493         36       0.6475224E-02       -60.80329           0.1589283E-01
    1524.493         37       0.6506467E-02       -51.34241           0.1589267E-01
    1524.493         38       0.6519722E-02       -39.67520           0.1589297E-01
    1524.493         39       0.6516062E-02       -27.08470           0.1589299E-01
    1524.493         40       0.6197474E-02        0.000000           0.1000000E+31
    1609.187          1       0.2433953E-03       -119.3370           0.1589391E-01
    1609.187          2       0.4849152E-03       -119.5864           0.1589391E-01
    1609.187          3       0.7225834E-03       -119.1550           0.1589391E-01
    1609.187          4       0.9552239E-03       -118.2719           0.1589391E-01
    1609.187          5       0.1181456E-02       -116.8312           0.1589391E-01
    1609.187          6       0.1400139E-02       -114.8723           0.1589391E-01
    1609.187          7       0.1610369E-02       -112.4420           0.1589427E-01
    1609.187          8       0.1811593E-02       -109.6604           0.1589375E-01
    1609.187          9       0.2003675E-02       -106.6422           0.1589406E-01
    1609.187         10       0.2186963E-02       -103.6098           0.1589405E-01
    1609.187         11       0.2362361E-02       -100.8240           0.1589400E-01
    1609.187         12       0.2530861E-02       -98.36002           0.1589396E-01
    1609.187         13       0.2693646E-02       -96.34942           0.1589391E-01
    1609.187         14       0.2851667E-02       -94.72261           0.1589389E-01
    1609.187         15       0.3005809E-02       -93.48280           0.1589388E-01
    1609.187         16       0.3156912E-02       -92.63317           0.1589385E-01
    1609.187         17       0.3305727E-02       -92.14964           0.1589375E-01
    1609.187         18       0.3452877E-02       -91.99449           0.1589376E-01
    1609.187         19       0.3598882E-02       -92.12421           0.1589384E-01
    1609.187         20       0.3744186E-02       -92.49990           0.1589392E-01
    1609.187         21       0.3889149E-02       -93.08915           0.1589400E-01
    1609.187         22       0.4034130E-02       -93.89489           0.1589408E-01
    1609.187         23       0.4179077E-02       -94.69073           0.1589383E-01
    1609.187         24       0.4323611E-02       -95.29325           0.1589335E-01
    1609.187         25       0.4467240E-02       -95.61926           0.1589318E-01
    1609.187         26       0.4609302E-02       -95.55796           0.1589334E-01
    1609.187         27       0.4749048E-02       -95.04072           0.1589348E-01
    1609.187         28       0.4885730E-02       -94.04626           0.1589360E-01
    1609.187         29       0.5018565E-02       -92.52023           0.1589367E-01
    1609.187         30       0.5146796E-02       -90.43997           0.1589412E-01
    1609.187         31       0.5269619E-02       -87.72271           0.1589418E-01
    1609.187         32       0.5386189E-02       -84.29388           0.1589423E-01
    1609.187         33       0.5495656E-02       -80.06320           0.1589423E-01
    1609.187         34       0.5597112E-02       -74.87081           0.1589442E-01
    1609.187         35       0.5689596E-02       -68.53194           0.1589409E-01
    1609.187         36       0.5772140E-02       -60.80329           0.1589355E-01
    1609.187         37       0.5843819E-02       -51.34241           0.1589339E-01
    1609.187         38       0.5903834E-02       -39.67520           0.1589369E-01
    1609.187         39       0.5953130E-02       -27.08470           0.1589369E-01
    1609.187         40       0.6234571E-02        0.000000           0.1000000E+31
    1693.881          1       0.3562484E-03       -119.3370           0.1589432E-01
    1693.881          2       0.7019497E-03       -119.5864           0.1589432E-01
    1693.881          3       0.1034897E-02       -119.1550           0.1589433E-01
    1693.881          4       0.1353956E-02       -118.2719           0.1589433E-01
    1693.881          5       0.1657743E-02       -116.8312           0.1589433E-01
    1693.881          6       0.1945180E-02       -114.8723           0.1589433E-01
    1693.881          7       0.2215505E-02       -112.4420           0.1589469E-01
    1693.881          8       0.2468494E-02       -109.6604           0.1589417E-01
    1693.881          9       0.2704361E-02       -106.6422           0.1589448E-01
    1693.881         10       0.2924058E-02       -103.6098           0.1589447E-01
    1693.881         11       0.3129295E-02       -100.8240           0.1589442E-01
    1693.881         12       0.3321853E-02       -98.36002           0.1589438E-01
    1693.881         13       0.3503746E-02       -96.34942           0.1589433E-01
    1693.881         14       0.3676621E-02       -94.72261           0.1589431E-01
    1693.881         15       0.3841996E-02       -93.48280           0.1589431E-01
    1693.881         16       0.4001295E-02       -92.63317           0.1589428E-01
    1693.881         17       0.4155756E-02       -92.14964           0.1589417E-01
    1693.881         18       0.4306471E-02       -91.99449           0.1589418E-01
    1693.881         19       0.4454333E-02       -92.12421           0.1589426E-01
    1693.881         20       0.4600086E-02       -92.49990           0.1589434E-01
    1693.881         21       0.4744352E-02       -93.08915           0.1589442E-01
    1693.881         22       0.4887735E-02       -93.89489           0.1589450E-01
    1693.881         23       0.5030209E-02       -94.69073           0.1589425E-01
    1693.881         24       0.5171302E-02       -95.29325           0.1589377E-01
    1693.881         25       0.5310344E-02       -95.61926           0.1589360E-01
    1693.881         26       0.5446429E-02       -95.55796           0.1589376E-01
    1693.881         27       0.5578532E-02       -95.04072           0.1589390E-01
    1693.881         28       0.5705635E-02       -94.04626           0.1589402E-01
    1693.881         29       0.5826680E-02       -92.52023           0.1589409E-01
    1693.881         30       0.5940648E-02       -90.43997           0.1589454E-01
    1693.881         31       0.6046419E-02       -87.72271           0.1589473E-01
    1693.881         32       0.6142854E-02       -84.29388           0.1589473E-01
    1693.881         33       0.6228768E-02       -80.06320           0.1589465E-01
    1693.881         34       0.6302865E-02       -74.87081           0.1589483E-01
    1693.881         35       0.6363731E-02       -68.53194           0.1589451E-01
    1693.881         36       0.6409859E-02       -60.80329           0.1589397E-01
    1693.881         37       0.6439673E-02       -51.34241           0.1589380E-01
    1693.881         38       0.6451574E-02       -39.67520           0.1589411E-01
    1693.881         39       0.6446642E-02       -27.08470           0.1589410E-01
    1693.881         40       0.6199909E-02        0.000000           0.1000000E+31
    1778.575          1       0.2437472E-03       -119.3370           0.1589457E-01
    1778.575          2       0.4859238E-03       -119.5864           0.1589456E-01
    1778.575          3       0.7245205E-03       -119.1550           0.1589457E-01
    1778.575          4       0.9583293E-03       -118.2719           0.1589457E-01
    1778.575          5       0.1185939E-02       -116.8312           0.1589458E-01
    1778.575          6       0.1406179E-02       -114.8723           0.1589458E-01
    1778.575          7       0.1618118E-02       -112.4420           0.1589494E-01
    1778.575          8       0.1821175E-02       -109.6604           0.1589441E-01
    1778.575          9       0.2015193E-02       -106.6422           0.1589473E-01
    1778.575         10       0.2200496E-02       -103.6098           0.1589472E-01
    1778.575         11       0.2377971E-02       -100.8240           0.1589467E-01
    1778.575         12       0.2548591E-02       -98.36002           0.1589463E-01
    1778.575         13       0.2713526E-02       -96.34942           0.1589457E-01
    1778.575         14       0.2873715E-02       -94.72261           0.1589456E-01
    1778.575         15       0.3030031E-02       -93.48280           0.1589455E-01
    1778.575         16       0.3183308E-02       -92.63317           0.1589454E-01
    1778.575         17       0.3334286E-02       -92.14964           0.1589442E-01
    1778.575         18       0.3483584E-02       -91.99449           0.1589443E-01
    1778.575         19       0.3631718E-02       -92.12421           0.1589451E-01
    1778.575         20       0.3779126E-02       -92.49990           0.1589459E-01
    1778.575         21       0.3926165E-02       -93.08915           0.1589466E-01
    1778.575         22       0.4073191E-02       -93.89489           0.1589474E-01
    1778.575         23       0.4220151E-02       -94.69073           0.1589450E-01
    1778.575         24       0.4366663E-02       -95.29325           0.1589402E-01
    1778.575         25       0.4512234E-02       -95.61926           0.1589384E-01
    1778.575         26       0.4656200E-02       -95.55796           0.1589400E-01
    1778.575         27       0.4797810E-02       -95.04072           0.1589414E-01
    1778.575         28       0.4936313E-02       -94.04626           0.1589426E-01
    1778.575         29       0.5070924E-02       -92.52023           0.1589433E-01
    1778.575         30       0.5200882E-02       -90.43997           0.1589478E-01
    1778.575         31       0.5325381E-02       -87.72271           0.1589508E-01
    1778.575         32       0.5443571E-02       -84.29388           0.1589504E-01
    1778.575         33       0.5554595E-02       -80.06320           0.1589492E-01
    1778.575         34       0.5657543E-02       -74.87081           0.1589508E-01
    1778.575         35       0.5751449E-02       -68.53194           0.1589475E-01
    1778.575         36       0.5835343E-02       -60.80329           0.1589421E-01
    1778.575         37       0.5908293E-02       -51.34241           0.1589405E-01
    1778.575         38       0.5969498E-02       -39.67520           0.1589436E-01
    1778.575         39       0.6019893E-02       -27.08470           0.1589435E-01
    1778.575         40       0.6233245E-02        0.000000           0.1000000E+31
    1863.269          1       0.3559183E-03       -119.3370           0.1589471E-01
    1863.269          2       0.7009861E-03       -119.5864           0.1589471E-01
    1863.269          3       0.1033030E-02       -119.1550           0.1589471E-01
    1863.269          4       0.1350948E-02       -118.2719           0.1589471E-01
    1863.269          5       0.1653390E-02       -116.8312           0.1589472E-01
    1863.269          6       0.1939304E-02       -114.8723           0.1589471E-01
    1863.269          7       0.2207960E-02       -112.4420           0.1589508E-01
    1863.269          8       0.2459158E-02       -109.6604           0.1589455E-01
    1863.269          9       0.2693137E-02       -106.6422           0.1589488E-01
    1863.269         10       0.2910870E-02       -103.6098           0.1589487E-01
    1863.269         11       0.3114088E-02       -100.8240           0.1589482E-01
    1863.269         12       0.3304588E-02       -98.36002           0.1589477E-01
    1863.269         13       0.3484398E-02       -96.34942           0.1589472E-01
    1863.269         14       0.3655177E-02       -94.72261           0.1589471E-01
    1863.269         15       0.3818454E-02       -93.48280           0.1589470E-01
    1863.269         16       0.3975662E-02       -92.63317           0.1589469E-01
    1863.269         17       0.4128046E-02       -92.14964           0.1589456E-01
    1863.269         18       0.4276704E-02       -91.99449           0.1589457E-01
    1863.269         19       0.4422534E-02       -92.12421           0.1589465E-01
    1863.269         20       0.4566284E-02       -92.49990           0.1589473E-01
    1863.269         21       0.4708580E-02       -93.08915           0.1589480E-01
    1863.269         22       0.4850027E-02       -93.89489           0.1589489E-01
    1863.269         23       0.4990603E-02       -94.69073           0.1589464E-01
    1863.269         24       0.5129836E-02       -95.29325           0.1589416E-01
    1863.269         25       0.5267058E-02       -95.61926           0.1589399E-01
    1863.269         26       0.5401366E-02       -95.55796           0.1589414E-01
    1863.269         27       0.5531734E-02       -95.04072           0.1589428E-01
